id:ID(Comment)|creationDate:LONG|locationIP:STRING|browserUsed:STRING|content:STRING|length:INT
549755856265|20110630021745849|115.67.148.5|Firefox|About Korea under Japanese rule,  the region began with the 1876 TreatyAbou|75
549755856266|20110629024859516|196.53.158.88|Chrome|About Aung San Suu Kyi, t, representing the constituency of Kawhmu; her party also won 43 of the About Silla, eose, who is also known to be the o|145
549755856267|20110629075447049|46.16.217.105|Chrome|ok|2
549755856268|20110630021806540|192.68.138.254|Opera|ok|2
549755856269|20110630203348703|204.79.199.255|Internet Explorer|About A Little Respect, by British synthpop duo Erasure, released inAbout Russian Ameri|87
549755856270|20110629160725933|200.3.231.253|Internet Explorer|cool|4
549755856271|20110629194544032|61.28.231.50|Internet Explorer|About Kingdom of Jerusalem, om there was little financial and military support from|83
549755856272|20110629022915268|175.111.181.120|Firefox|About Aung San Suu Kyi, only four people ever to receive the honAbout Claude De|79
549755856274|20110611113937783|175.111.181.120|Firefox|great|5
549755856275|20110611043430667|192.68.138.254|Opera|LOL|3
549755856276|20110611101928472|175.111.181.120|Firefox|About The Second Stage Turbine Blade,  re-released on September 20, 2005 with three pre|87
549755856277|20110611041040474|175.111.181.120|Firefox|right|5
549755856278|20110611143335553|204.79.199.255|Internet Explorer|roflol|6
549755856279|20110610214245023|46.16.217.105|Chrome|fine|4
549755856280|20110611102759181|175.111.181.120|Firefox|good|4
549755856281|20110611102624251|41.74.35.95|Chrome|thx|3
549755856282|20110611184429040|204.79.199.255|Internet Explorer|About Indonesia, pulation and densely populated regions, Indonesia has vast are|79
549755856283|20110610214015982|192.68.138.254|Opera|LOL|3
549755856284|20110611184439104|197.255.179.214|Internet Explorer|LOL|3
618475333022|20110824171446458|196.28.7.94|Firefox|maybe|5
618475333023|20110825094737968|204.79.199.255|Internet Explorer|About Jack Kirby, hero character Captain America for Timely Comics, predecessor of Marvel|89
687194809761|20110917135018507|196.53.158.88|Chrome|fine|4
687194809762|20110918071802623|46.16.217.105|Chrome|I see|5
687194809763|20110918040317123|196.28.7.94|Firefox|About Richard Strauss,  – 8 September 1949) was aAbout Kateryna Bondarenko, ementieva at the 2009 ToraAbout Benjamin Harrison, debates on an independen|151
687194809764|20110918003537329|197.255.179.214|Internet Explorer|thanks|6
687194809765|20110918090641661|192.68.138.254|Opera|no|2
687194809766|20110918042048425|46.16.217.105|Chrome|no way!|7
687194809767|20110918093315044|175.111.181.120|Firefox|good|4
687194809768|20110917143144425|192.68.138.254|Opera|I see|5
687194809769|20110917135052884|175.111.181.120|Firefox|no way!|7
687194809770|20110918221822624|197.255.179.214|Internet Explorer|duh|3
687194809771|20110917225155159|46.16.217.105|Chrome|LOL|3
687194809772|20110918080845022|204.79.199.255|Internet Explorer|thanks|6
687194809774|20110918082355030|204.79.199.255|Internet Explorer|About Sun Yat-sen, na (ROC), andAbout George Bernard Shaw,  problems, buAbout Kateryna Bon|90
687194809775|20110918110729086|175.111.181.120|Firefox|duh|3
687194809776|20110918072255165|192.68.138.254|Opera|thx|3
687194809777|20110918083228931|175.111.181.120|Firefox|About Sun Yat-sen, idered one of the greatestAbout Haile Selassie I, gent from 1916 to 1930 andAbout George Bernard Shaw, ticulate pieces of journalAbout Kateryna Bondarenko, us|177
687194809778|20110918232721094|192.68.138.254|Opera|About W. B. Yeats,  Yeats is geAbout Kateryna Bondarenko, ssociation. About H|77
687194809779|20110918151851861|46.16.217.105|Chrome|great|5
687194809780|20110918162406720|192.68.138.254|Opera|good|4
687194809781|20110917204056614|46.16.217.105|Chrome|great|5
687194809782|20110919072204590|46.16.217.105|Chrome|LOL|3
687194809783|20110918225028602|197.255.179.214|Internet Explorer|thanks|6
687194809784|20110919001953224|46.16.217.105|Chrome|yes|3
687194809785|20110918114955214|192.68.138.254|Opera|thx|3
687194809786|20110919034115510|200.93.245.20|Firefox|no|2
687194809787|20110919140656229|197.255.179.214|Internet Explorer|About Nikolaus Pevsner, -by-county guiAbout John Locke, ss. He postulaAbout Bill|80
687194809788|20110919173548592|196.53.158.88|Chrome|maybe|5
687194809789|20110919010423617|175.111.181.120|Firefox|no|2
1030792193522|20120807073723404|116.193.70.100|Chrome|no way!|7
1030792193523|20120807041602083|196.203.120.103|Firefox|no|2
1030792193524|20120807160857185|163.60.196.82|Chrome|About Henry VI of England, volence eventually required his wife, MarAbout Muscle |81
1030792193525|20120807120903326|168.255.0.230|Chrome|cool|4
1030792193526|20120807080445395|1.31.157.212|Chrome|ok|2
1030792193527|20120807124740108|31.25.172.122|Firefox|good|4
1030792193528|20120807161615474|41.66.71.197|Chrome|cool|4
1030792193529|20120807132108522|103.3.249.211|Chrome|About Henry VI of England, cember 1421 – 21 May 1471) was King of EnglanAbout We Were Dea|89
1030792193530|20120808101839083|192.68.138.254|Opera|ok|2
1030792193531|20120808040006951|175.111.181.120|Firefox|no|2
1030792193532|20120807110816015|1.1.3.41|Internet Explorer|About South Korea, th Republic in 1987. After the invasionAbout Henry VI of E|77
1030792193533|20120807064323730|1.0.53.226|Firefox|thx|3
1030792193534|20120807210857593|113.196.67.209|Firefox|About Queen Victoria, cy and ministerial appointments. Publicly, she became a national icon, and was identified|111
1030792193535|20120808125306225|31.25.172.122|Firefox|LOL|3
1030792193536|20120808021707214|31.25.172.122|Firefox|fine|4
1030792193537|20120808041000808|175.111.181.120|Firefox|cool|4
1030792193538|20120807154533319|168.255.0.230|Chrome|I see|5
1030792193623|20120731094100892|46.16.217.105|Chrome|About United Nations, carry out its missions. There are 193 member states, including |85
1030792193624|20120731200153714|49.50.8.170|Firefox|thanks|6
1030792193625|20120731095705303|14.1.3.163|Chrome|no|2
1030792193626|20120731133033148|1.196.89.169|Firefox|ok|2
1030792193627|20120731095307196|49.50.8.170|Firefox|About LoveGame, has been performed live a number of times by GAbout United Nations, g inter|91
1030792193628|20120731095318169|204.79.199.255|Internet Explorer|ok|2
1030792193629|20120731133135827|31.171.207.163|Chrome|LOL|3
1030792193630|20120731103230647|1.117.237.243|Firefox|no|2
1030792193631|20120731090249833|49.156.56.86|Safari|I see|5
1030792193632|20120731101712321|1.196.89.169|Firefox|thanks|6
1030792193633|20120801090102899|46.18.187.179|Firefox|no way!|7
1030792193634|20120801073845559|1.196.89.169|Firefox|I see|5
1030792193635|20120731085914888|168.255.0.230|Chrome|LOL|3
1030792193636|20120801024837151|46.18.187.179|Firefox|About Finland, lt an extensive welfare state and balanced between the East and the|82
1030792193637|20120801154309710|200.31.150.231|Firefox|I see|5
1030792193638|20120731095718277|204.79.199.255|Internet Explorer|About Osama bin Laden, s in a covert operation ordered by United StatAbout LoveGame, LoveGa|91
1030792193639|20120731084706148|49.156.56.86|Safari|thx|3
1030792193640|20120731112719488|192.160.111.235|Internet Explorer|About See See Rider, and since then has been recorded by many other artists. |77
1030792193641|20120731095803424|196.28.7.94|Firefox|cool|4
1030792193642|20120731195122417|49.50.8.170|Firefox|cool|4
962072716915|20120606164243045|2.47.81.41|Chrome|fine|4
962072716916|20120606045628121|46.30.27.45|Chrome|About Chattanooga Choo Choo,  compilations on Glenn released by RCA in the 1970s. In t|86
962072716917|20120607044837137|41.66.71.197|Chrome|About Sassanid Empire, ent Persian civilization. Persia influenced Roman civiliz|80
962072716918|20120606045646975|46.18.187.179|Firefox|duh|3
962072716919|20120606134622687|41.223.189.131|Chrome|ok|2
962072716920|20120606044510128|200.0.70.44|Chrome|LOL|3
962072716921|20120606060542120|14.1.3.163|Chrome|About Human Development Index, oped country, and also to measure the impact of economic po|90
962072716922|20120607015313409|196.203.120.103|Firefox|fine|4
962072716923|20120607052559985|14.1.3.163|Chrome|About Franz Schubert, z Liszt, Robert Schumann, Johannes Brahms and Felix Mendels|81
962072716924|20120607051957132|14.1.3.163|Chrome|About James Cameron, reached the bottom of the Mariana Trench, the deepest part of the ocean, in the Deepsea Challenger submersible. He has been nominated for six Aca|166
962072716925|20120607103329493|49.50.8.170|Firefox|About Wu-Tang Forever, guest appearances from Wu-Tang affiliates CAbout Sassanid Emp|84
962072716926|20120607052008262|200.0.70.44|Chrome|About James Cameron, a Trench, the deepest part of the ocean, in the Deepsea ChalleAbout Bulgaria, rty allowed multi-party|122
962072716927|20120607055748826|91.216.222.198|Firefox|LOL|3
962072716928|20120606102346316|91.216.222.198|Firefox|maybe|5
962072716929|20120606034026507|80.74.63.210|Internet Explorer|About Henry VI of England, ted King of France from 1422 to 1453. Until 1437, his reAbout Timur, the title Mirz|110
962072716930|20120606161749803|31.47.245.161|Internet Explorer|no way!|7
962072716931|20120607073146292|91.216.222.198|Firefox|I see|5
1030792193706|20120823072634752|103.1.112.187|Chrome|About Man vs. Machine, Dogg. Producers on the album include RickAbout Henry VI o|80
1030792193707|20120822122526822|163.60.196.82|Chrome|thanks|6
1030792193745|20120821083702043|190.70.201.109|Chrome|About Mohammad Reza Pahlavi, hammad Rezā Shāh Pahlavī (26 October 1919 – About Henry V|86
1030792193746|20120821224815818|46.18.187.179|Firefox|About Interpol, he resultant loss in accuracy. There is About Henry VI of Engl|78
1030792193747|20120822063917365|41.66.71.197|Chrome|maybe|5
1030792193748|20120821125905884|204.79.199.255|Internet Explorer|roflol|6
1030792193749|20120821083712402|27.50.46.217|Firefox|fine|4
1030792193750|20120821153450081|1.0.53.226|Firefox|great|5
1030792193751|20120821094407131|41.66.71.197|Chrome|ok|2
1030792193752|20120821042707673|116.193.70.100|Chrome|great|5
1030792193753|20120822150333056|61.17.26.45|Firefox|no way!|7
1030792193754|20120822200520296|31.25.172.122|Firefox|About Flashdance... What a Feeling, ne Cara, and performed by Cara. Despite the tAbout He|89
1030792193755|20120821202102746|116.193.70.100|Chrome|fine|4
1030792193756|20120821121924179|197.255.179.214|Internet Explorer|About Groove Is in the Heart,  dance music band Deee-Lite from their debut a|76
1030792193835|20120724223135820|204.79.199.255|Internet Explorer|About Oceanborn,  1998 in Finland and in the Spring of 1999 worldwide. Oceanborn has sol|88
1030792193836|20120724230323391|204.79.199.255|Internet Explorer|thanks|6
1030792193837|20120725004439952|31.47.245.161|Internet Explorer|About Guinea-Bissau, e 18th century, while a few others were part of the Portuguese Emp|87
1030792193838|20120725020046276|112.78.99.172|Firefox|About Czech Republic,  the west, Austria to the south and Slovakia tAbout Oceanborn, anbor|90
1030792193839|20120725063725431|91.216.222.198|Firefox|About Every Day Is a New Day, ifferent cover graphics and an amended track list|79
1030792193840|20120724202209536|112.78.99.172|Firefox|About Henry VI of England, f Anjou, to assume control of his kingdAbout Ston|76
1030792193841|20120725191958645|168.255.0.230|Chrome|About Burkina Faso, ms would become a French protectorate in 1896. After gaining ind|84
1030792193843|20120712000247073|192.160.111.235|Internet Explorer|I see|5
1030792193844|20120712164851649|14.1.3.163|Chrome|ok|2
1030792193890|20120830022654193|1.117.237.243|Firefox|About The Most Beautiful Girl, 4, and was shortly followed by an EP of rem|74
1030792193891|20120830151837361|58.145.168.54|Chrome|About Ralph Nader,  of particular concern to Nader include consumer protection, humani|86
1030792193892|20120830050116623|27.34.248.64|Internet Explorer|About The Most Beautiful Girl, ld Experience is a different mix of thAbout|74
1030792193893|20120831032108388|1.117.237.243|Firefox|I see|5
1030792193894|20120830060928195|103.1.6.174|Firefox|good|4
1030792193895|20120831073322223|41.223.189.131|Chrome|duh|3
1030792193896|20120830023235019|14.141.242.182|Chrome|great|5
1030792193897|20120831080410062|46.16.217.105|Chrome|maybe|5
1030792193898|20120830061452780|103.3.249.211|Chrome|good|4
962072717280|20120630113303441|190.70.201.109|Chrome|About Roger Ebert, ted for a combined 23 years with Gene Siskel. After Siskel's death in 1999, Ebert teamed with Rich|117
962072717281|20120629194848854|46.18.187.179|Firefox|About Theodore Roosevelt,  the youngest president. Roosevelt attempted to move the RepubliAbout Henry VI of England, garet of A|127
962072717282|20120630175922024|116.193.70.100|Chrome|thx|3
962072717283|20120629195557420|14.1.3.163|Chrome|good|4
962072717284|20120630114717117|196.28.7.94|Firefox|yes|3
962072717285|20120630125814863|41.66.71.197|Chrome|About Born to Be Wild,  heavy metal song, and the second verse lyric heavy metal thunder |89
962072717286|20120630211408250|116.193.70.100|Chrome|right|5
962072717287|20120630210047954|1.1.3.41|Internet Explorer|good|4
962072717288|20120630134514159|112.78.99.172|Firefox|right|5
962072717289|20120629212627878|41.223.189.131|Chrome|thx|3
1030792194060|20120726111243099|91.210.182.117|Chrome|About Kylie Minogue, urgery and chemotherapy treatment, she resumed her career in 2006 with Showgirl: The HomecomAbout Henry VI of England, 37, his realm was governed by regents. Cont|183
1030792194061|20120726130321119|204.79.199.255|Internet Explorer|About Grover Cleveland, blican political domination that lasted from 1861 to 1913. Cleveland was the leader of the pro-business Bourbo|134
1030792194062|20120727051256980|1.196.89.169|Firefox|About Marvin Gaye, oo-wop group The Moonglows in the late 1950s, he ventured|76
1030792194063|20120725164133419|200.0.70.44|Chrome|About John Dryden,  to be known in literary circles as theAbout Henry VI of E|77
962072717329|20120613144000058|1.1.3.41|Internet Explorer|no way!|7
962072717330|20120613204134098|196.28.7.94|Chrome|cool|4
962072717331|20120613190118168|196.203.120.103|Firefox|About Baby What You Want Me to Do, a blues song that was written and recorded by |81
962072717332|20120613134823779|1.31.157.212|Chrome|maybe|5
962072717333|20120613223746476|116.193.70.100|Chrome|maybe|5
962072717334|20120613222930606|46.18.187.179|Firefox|roflol|6
962072717335|20120613194106005|46.18.187.179|Firefox|About Proper Education, ric Prydz. The original song by Pink Floyd, About Baby What You|87
962072717336|20120614055126340|1.1.3.41|Internet Explorer|LOL|3
962072717337|20120613202657801|41.66.71.197|Chrome|About The Sweet Escape, pe Records. Having originally intended to About Proper Educ|83
962072717338|20120614150801987|163.60.196.82|Chrome|cool|4
1030792194157|20120813223343201|1.1.3.41|Internet Explorer|right|5
1030792194158|20120814174156582|204.79.199.255|Internet Explorer|good|4
1030792194159|20120814192819977|200.31.150.231|Firefox|fine|4
1030792194160|20120813231237972|200.0.70.44|Chrome|yes|3
1030792194161|20120814031025780|112.109.0.199|Internet Explorer|I see|5
1030792194162|20120813221824789|1.117.237.243|Firefox|ok|2
1030792194163|20120813231530195|1.2.4.163|Chrome|good|4
1030792194164|20120814180820029|31.47.245.161|Internet Explorer|ok|2
1030792194165|20120814121957811|103.3.249.211|Chrome|About Roman Republic, enate and people of Rome. The Roman Republic was never re|79
1030792194166|20120814132725712|46.18.187.179|Firefox|About Slip Kid, ingle in the USA. Slip Kid was to be in Pete's Lifehouse rock opera. A dem|90
1030792194167|20120815122337572|192.68.138.254|Opera|About Sh-Boom, mes Edwards, members of the R&B vocal groupAbout Slip Kid, articularly|85
1030792194168|20120814175243383|190.70.201.109|Chrome|no|2
1030792194169|20120816012248380|192.68.138.254|Opera|About Ethiopia, tional Defense Force (ENDF) iAbout Sh-Boom, g. It was written by Jame|85
1030792194170|20120815194333774|112.78.99.172|Firefox|great|5
1030792194187|20120805234412523|31.25.59.239|Firefox|About Woody Allen, er spans over half a cAbout Sympathy for the Devil, lbum Let It B|84
1030792194188|20120805234539839|1.1.3.8|Firefox|roflol|6
1030792194189|20120806011821870|1.1.3.8|Firefox|maybe|5
618475334147|20110806210314811|61.17.182.142|Firefox|fine|4
618475334148|20110807092036705|1.202.167.179|Safari|great|5
618475334149|20110806195831648|61.3.185.134|Firefox|maybe|5
618475334150|20110807100008413|41.209.166.97|Safari|About Rumi, ongol cataclysm. Rumi's family traveled wesAbout Cole Porter, der My Skin|85
618475334151|20110807104356898|103.1.100.238|Firefox|About Rumi, y affected the culture of theAbout Cole Porter, t, he began to achieve s|84
618475334152|20110806212157752|61.17.182.142|Firefox|no way!|7
618475334153|20110808101449236|27.123.216.221|Firefox|duh|3
618475334154|20110807104952923|27.123.216.221|Firefox|LOL|3
618475334155|20110806202237572|14.102.234.94|Chrome|good|4
962072717837|20120531033429676|196.3.15.81|Internet Explorer|right|5
962072717838|20120530195705137|61.2.120.54|Internet Explorer|ok|2
962072717839|20120531113429029|14.141.209.244|Internet Explorer|About Rumi, llowing his death, his followers and his son About Georges Bizet, French comp|89
962072717840|20120531015511615|61.2.120.54|Internet Explorer|About Rumi,  poet, jurist, theologian, and Sufi mystAbout Robbie Williams, om.|78
962072717841|20120531042648213|1.187.75.219|Chrome|About Rumi, erary renaissance (in the 8th/9th centuAbout Akira Kurosawa, whi|76
962072717842|20120531143924074|49.156.154.186|Internet Explorer|roflol|6
962072717843|20120531130534943|91.149.176.35|Safari|About Salman Rushdie, n, on 14 February 1989. Rushdie was appointed Command|75
962072717844|20120530194947930|49.236.40.147|Chrome|great|5
962072717845|20120531133907388|49.236.40.147|Chrome|cool|4
962072717846|20120531230205640|1.202.167.179|Safari|yes|3
962072717847|20120531080918343|1.187.75.219|Chrome|LOL|3
962072717848|20120531153437447|61.3.185.134|Firefox|thanks|6
962072717849|20120531160338569|41.209.166.97|Safari|I see|5
962072717850|20120531043521201|49.236.40.147|Chrome|About Rumi, ry, it reinforced the PersAbout Eminem,  received eight platinu|75
962072717851|20120531015628462|41.223.188.135|Firefox|About Rumi, ed deviant by Bahā ad-Dīn Walad, or feAbout Olivia Newton-John|74
962072717852|20120531222535678|49.236.40.147|Chrome|roflol|6
962072717853|20120531070000158|14.141.209.244|Internet Explorer|thx|3
962072717854|20120601001006482|61.17.182.142|Firefox|About Rumi, ous formats. In 2007, he wasAbout Robbie Williams, group Take That. Wi|82
962072717855|20120531181503693|196.1.98.252|Firefox|About Rumi, . Following his death, his followers and hAbout Honey Pie,  eponymous a|83
893353241121|20120317020914692|61.3.185.134|Firefox|About Rumi, scriptive name meaning Roman since he lived most of his life in an area callAbout Makes Me Wonder, Pop Performance by a Duo or Group with V|151
893353241122|20120316050918242|27.116.33.147|Safari|maybe|5
893353241123|20120316052139839|14.102.234.94|Chrome|yes|3
893353241124|20120317080850555|27.123.216.221|Firefox|cool|4
893353241125|20120316045459942|61.17.182.142|Firefox|good|4
893353241126|20120317062430605|1.187.75.219|Chrome|About Greenland, en Scandinavia and Greenland was re-established and Denmark establi|84
893353241127|20120317124347318|14.141.209.244|Internet Explorer|good|4
893353241128|20120317162924984|61.3.185.134|Firefox|good|4
893353241129|20120317062503580|27.116.33.147|Safari|thx|3
893353241130|20120316051457426|1.202.167.179|Safari|ok|2
893353241131|20120316052728289|61.2.120.54|Internet Explorer|thx|3
893353241132|20120317051631040|14.102.176.115|Firefox|About Rumi, d into various formats. In 2007, he was described as thAbout Ridley Scott, dley Scott (born 30 N|108
893353241133|20120317113056605|49.156.154.186|Internet Explorer|ok|2
618475334191|20110804012451543|61.2.120.54|Internet Explorer|cool|4
618475334192|20110803174841372|14.102.176.115|Firefox|About Jimmy Carter, ds, the Panama Canal Treaties, the second round of Strategic|80
618475334193|20110804014855447|1.187.75.219|Chrome|roflol|6
618475334194|20110804051728014|61.17.182.142|Firefox|roflol|6
618475334195|20110804042107161|27.116.33.147|Safari|fine|4
618475334196|20110804090846274|1.202.167.179|Safari|About Rumi,  to the Khwarizmid Shahs, who were conAbout Drive Slow,  the si|75
618475334197|20110803210331700|41.79.36.77|Firefox|About Sierra Leone, e country's population. The Krio Language unites all the differen|85
618475334198|20110804091044559|14.102.176.115|Firefox|About Second Polish Republic, ess, Polish economist Witold Gadomski calculated that|83
618475334199|20110804051931400|46.18.75.23|Chrome|roflol|6
618475334200|20110803184312803|27.116.33.147|Safari|ok|2
618475334201|20110803174655764|1.187.75.219|Chrome|About Rumi, included in the greater Persian cultural sphAbout Kingdom of Romania, rchy|86
618475334202|20110804200300181|14.102.234.94|Chrome|thx|3
618475334203|20110803193142406|14.102.176.115|Firefox|yes|3
618475334204|20110804015547221|103.1.100.238|Firefox|maybe|5
618475334205|20110804032532153|1.202.167.179|Safari|maybe|5
618475334206|20110803213439271|41.209.166.97|Safari|About Dear Catastrophe Waitress, fi, folky albums (although songs like Lord Anthony |84
618475334207|20110804075811525|14.102.234.94|Chrome|no|2
962072717889|20120701193235870|14.102.176.115|Firefox|About Rumi,  descriptive name meaning Roman since he livedAbout So Sick, om the album. It |90
962072717890|20120701140504738|1.187.75.219|Chrome|right|5
962072717891|20120701233813877|14.140.246.54|Chrome|no way!|7
962072717892|20120701002021960|14.102.176.115|Firefox|cool|4
962072717893|20120701232032810|14.102.234.94|Chrome|About Sri Lanka, seat of government in Sri Jayawardenapura-Kotte, the capita|76
962072717894|20120702120659065|1.202.167.179|Safari|great|5
962072717895|20120702121033892|1.187.75.219|Chrome|roflol|6
962072717896|20120701233012211|41.209.166.97|Safari|fine|4
962072717897|20120701155441588|49.236.40.147|Chrome|cool|4
962072717898|20120701141118392|14.141.209.244|Internet Explorer|yes|3
962072717899|20120701201330562|14.102.234.94|Chrome|About Jamaica, aica. Kingston is the country's largest About So Sick, h only r|78
618475334241|20110731075642631|112.78.102.248|Chrome|no|2
618475334242|20110730235040959|46.19.125.92|Firefox|right|5
618475334243|20110731182620597|46.19.125.92|Firefox|great|5
618475334244|20110731050710812|31.210.17.48|Chrome|right|5
618475334245|20110730232529502|192.223.104.110|Firefox|About Tom Waits, ongs are best-known through cover versions by more commerci|76
618475334246|20110731000534099|192.248.9.130|Internet Explorer|I see|5
618475334247|20110731003934785|103.3.44.119|Chrome|right|5
687194810985|20111010113934444|200.8.7.166|Firefox|About Universal Mind Control, lmed in September by director Hype Williams. This album |86
687194810986|20111010114543641|190.96.189.165|Chrome|thx|3
687194810987|20111010044459121|200.4.252.31|Firefox|About Victor Hănescu, ayer. His career-high singles ranking is wAbout Grillz, eo).|82
687194810988|20111011035935063|27.34.241.49|Chrome|roflol|6
687194810989|20111010073804475|27.50.158.196|Firefox|good|4
687194810990|20111010205423133|61.1.133.214|Internet Explorer|cool|4
687194810991|20111010224827028|186.205.97.170|Firefox|fine|4
687194810992|20111010035540104|1.90.51.20|Firefox|yes|3
687194810993|20111010040304745|91.216.189.44|Chrome|cool|4
687194810994|20111010201042144|61.1.133.214|Internet Explorer|maybe|5
687194810995|20111010050928248|202.154.231.90|Chrome|thx|3
687194810996|20111010114501744|31.210.17.48|Chrome|roflol|6
687194810997|20111011083624214|195.94.29.22|Internet Explorer|no|2
962072717943|20120526184351121|84.247.92.1|Firefox|About Smiley Faces, Smiley Faces is a song by Gnarls Barkley and is featured on|79
962072717945|20120517044026902|27.34.241.49|Chrome|great|5
962072717946|20120517090218674|81.17.167.143|Internet Explorer|About Alexander the Great, t Outer Sea, he invaded India in 326 BC, but was eventually fo|89
962072717947|20120517090441351|200.4.252.31|Firefox|About All You Need Is Love, rformed by The Beatles on Our World, the first liv|78
962072717948|20120517143809834|84.247.92.1|Firefox|LOL|3
962072717949|20120517115554239|42.190.7.50|Firefox|About All You Need Is Love,  global television link. Watched by 400 million in 26 countries, the proAbout The Impression That I Get, he Middle|142
962072717950|20120517204027969|59.164.26.244|Internet Explorer|About Machiavelli and the Four Seasons, success and fame. The album was certified Gold by the ARIA Awards and won the ARIA Award for Bes|136
962072717951|20120517192327674|111.221.42.44|Chrome|About T. S. Eliot, est-known poems in the English language, including Gerontion (1920), Th|90
962072717952|20120518060648861|27.34.241.49|Chrome|About Willie Dixon, egadeth, The Doors, The Allman Brothers Band, Grateful Dead, |81
962072717953|20120517120526335|200.8.7.166|Firefox|LOL|3
962072717954|20120517211807417|61.11.46.44|Internet Explorer|cool|4
962072717955|20120517120559549|27.116.34.188|Internet Explorer|About Meryl Streep, an American actress who has worked in About The Impress|75
962072717956|20120517193327268|180.149.209.203|Chrome|maybe|5
962072717957|20120518084906837|192.223.104.110|Firefox|About All You Need Is Love, d Is Love is a song written by John LennoAbout La Isl|81
962072717958|20120517050201244|41.86.12.201|Firefox|About Victor Hănescu, born July 21, 1981 in Bucharest) is a RomaniAbout A Series of Sne|87
962072717959|20120518060548354|190.96.189.165|Chrome|great|5
962072717960|20120516231658616|186.205.97.170|Firefox|thx|3
962072717961|20120518021149957|118.107.128.185|Chrome|roflol|6
962072717962|20120517221158626|59.164.26.244|Internet Explorer|About Euripides, him with Socrates as a leader of a decadAbout T. S. Eliot, ry|78
962072717963|20120518093507741|41.209.189.107|Firefox|About Australia, l parliamentary leader and Prime MinisAbout Machiavelli an|75
893353241229|20120428195741917|196.32.227.177|Chrome|cool|4
893353241230|20120429035833314|93.190.10.197|Internet Explorer|About William Lyon Mackenzie King, 4) notes, the schoAbout Left Outside Alone, , 2004 to|88
893353241231|20120429035854634|27.116.34.188|Internet Explorer|good|4
893353241232|20120428174138944|111.88.174.205|Chrome|ok|2
893353241233|20120429043924952|200.4.252.31|Firefox|About Bob Dylan, by the American singerAbout David Letterman, n since the 1982 debutA|85
893353241234|20120429065519365|46.182.42.93|Chrome|About Bob Dylan, dary talent scout John H.About Bill Gates, s. In the late|74
893353241235|20120429043934953|59.164.26.244|Internet Explorer|roflol|6
893353241236|20120429223839028|91.216.189.44|Chrome|About Bob Dylan, n singer-songwriter About Julius Caesar,  the first invasion |78
893353241237|20120430044927179|84.247.92.1|Firefox|cool|4
893353241238|20120429234419927|202.154.231.90|Chrome|cool|4
893353241240|20120429005434730|27.34.241.49|Chrome|yes|3
893353241241|20120429035621698|49.156.56.86|Safari|no|2
893353241242|20120428144428234|212.76.16.81|Firefox|About Giuseppe Garibaldi,  carrying wAbout Enrique Iglesias, The King ofAbout Joe |82
687194811036|20110923164716755|111.221.42.44|Chrome|yes|3
687194811037|20110923204424380|175.111.181.120|Firefox|I see|5
687194811038|20110923114832778|123.108.119.142|Firefox|thx|3
687194811039|20110923122452581|46.182.42.93|Chrome|cool|4
687194811040|20110923231157832|41.209.189.107|Firefox|right|5
687194811041|20110923113908656|213.55.72.184|Chrome|About Yoko Ono, vant-garde art, muAbout James Stewart, also had a noted mAbout Harrison F|89
687194811042|20110923113919076|103.3.44.119|Chrome|great|5
687194811043|20110923143751192|118.107.128.185|Chrome|About James Stewart, ct star. He alsAbout Sylvester Stallone, r John Rambo. TAbout Harr|87
687194811044|20110923130059251|41.209.189.107|Firefox|good|4
687194811045|20110923130811359|84.247.92.1|Firefox|yes|3
687194811046|20110923144106885|49.156.56.86|Safari|great|5
687194811047|20110923230801010|61.17.182.142|Firefox|no way!|7
687194811048|20110923145042407|213.55.72.184|Chrome|good|4
893353241258|20120428120637395|49.156.56.86|Safari|LOL|3
893353241259|20120429021404665|112.78.102.248|Chrome|yes|3
893353241260|20120428084025723|42.190.7.50|Firefox|About The Final Frontier, al FrontiAbout As the Palaces Burn, um was prAbout Dear Mr. Pre|89
893353241261|20120428072118469|93.190.10.197|Internet Explorer|I see|5
893353241262|20120429031401987|94.126.172.0|Firefox|no way!|7
893353241263|20120428140926686|46.19.125.92|Firefox|thx|3
893353241264|20120429045827330|42.190.7.50|Firefox|About Hermann Göring, nd deputyAbout Irving Berlin, Reys, FraAbout Cold Hearted, th|83
893353241265|20120428090207851|95.141.140.193|Firefox|About Patti Smith,  des LettAbout Philip Glass, s a ClassAbout As the Palaces Burn|82
893353241266|20120430040449911|27.34.241.49|Chrome|thx|3
893353241267|20120428160831673|61.1.133.214|Internet Explorer|right|5
893353241268|20120428213914000|94.126.172.0|Firefox|thx|3
893353241269|20120428110410035|49.236.40.147|Chrome|maybe|5
893353241270|20120428113403759|31.210.17.48|Chrome|no way!|7
893353241271|20120429071827135|14.141.209.244|Internet Explorer|maybe|5
893353241273|20120428050858643|93.190.10.197|Internet Explorer|About Augustus, tem of taxation, About Enrique Iglesias, nic American markAbout |80
893353241274|20120428201410335|91.216.189.44|Chrome|About Muddy Waters, 3 – April 30, 1983About Soundsystem, h was certified GoAbout Just Eno|89
893353241275|20120428112328030|200.4.252.31|Firefox|About Enrique Iglesias,  to release EnglAbout Killing Me Softly with His Song,  song, with musi|95
893353241276|20120428115517110|84.52.24.133|Chrome|About Francis of Assisi, rs at St. PeteAbout Just Enough Education to Perform, |79
