:START_ID(Comment)|:END_ID(Tag)
1168231180817|6735
1168231180818|3014
1168231180818|3038
1168231180818|3053
1168231180818|5194
1168231180818|6735
1168231180821|3053
1168231180821|5194
1168231180821|9349
1168231180821|11321
1168231180822|5194
1168231180822|6232
1168231180822|8496
1168231180823|5194
1168231180823|9149
1168231180823|9349
1168231180823|9569
1168231180827|1029
1168231180827|1177
1168231180827|1521
1168231180827|6984
1168231180827|11849
1099511704092|1521
1099511704092|6984
1099511704092|7522
1099511704092|12101
1168231180835|1177
1168231180835|5333
1168231180835|11293
1168231180845|2949
1168231180845|5176
1168231180845|7503
1168231180845|7553
1168231180845|8173
1168231180845|11249
1168231180845|11328
1168231180845|12478
1099511704110|459
1099511704110|777
1099511704110|1521
1099511704110|5176
1099511704110|7503
1099511704110|7846
1099511704110|9076
1099511704110|11379
1099511704110|11563
1099511704112|777
1099511704112|803
1099511704112|1521
1099511704112|5644
1099511704112|6435
1099511704112|7503
1099511704112|9076
1099511704112|11324
755914320516|9189
755914320523|9330
1030792227468|522
1030792227468|15114
618475367066|15463
1168231180956|11451
343597460127|522
343597460127|14959
1030792227488|287
1030792227488|15463
343597460130|522
343597460130|543
1030792227492|522
1030792227492|15406
1030792227494|6835
1030792227497|5355
343597460138|9748
343597460140|9151
1030792227504|5355
1030792227504|9548
1168231180978|12000
1168231180978|15406
1030792227508|1410
1030792227508|1989
1030792227508|2795
1030792227508|7757
1030792227508|9155
1030792227508|9182
1030792227508|13201
68719553217|6
68719553217|4891
68719553217|4980
68719553217|5028
893353274050|247
893353274050|590
893353274050|2029
893353274050|3035
893353274050|4980
893353274050|5028
412316936899|590
412316936899|7014
412316936899|7665
1168231180996|7014
1168231180996|7665
1168231180996|9543
1168231180996|12502
893353274057|569
893353274057|2088
893353274057|2814
893353274057|6399
893353274057|10410
618475367122|1201
618475367122|1546
618475367122|4990
618475367122|6541
618475367122|8935
618475367122|9242
618475367122|15196
412316936915|2999
412316936915|3041
412316936915|6163
412316936915|10773
412316936915|15196
1099511704285|2091
1099511704285|5559
1099511704285|5851
1099511704285|6394
1099511704285|6410
1099511704285|7576
1099511704285|12971
1168231181028|468
1168231181028|1196
1168231181028|1375
1168231181028|1452
1168231181028|5701
1168231181028|7561
1168231181028|12889
1168231181030|468
1168231181030|1375
1168231181030|3057
1168231181030|5701
1168231181030|7007
1168231181030|7561
1168231181030|11574
1168231181030|12889
1168231181030|13292
1168231181031|1195
1168231181031|1375
1168231181031|3057
1168231181031|5097
1168231181031|7007
1168231181031|9164
1168231181031|11574
1168231181031|11698
1168231181031|12889
1168231181031|13292
1168231181031|13637
1168231181033|1025
1168231181033|1375
1168231181033|5140
1168231181033|5151
1168231181033|5666
1168231181033|11168
1168231181033|11698
1168231181033|12323
1168231181037|103
1168231181037|1506
1168231181037|5701
1168231181037|9304
1168231181037|9329
1168231181037|11731
1168231181037|12867
1168231181042|2902
1168231181042|5080
1168231181042|5103
1168231181042|9304
1168231181042|10849
755914320632|578
755914320632|1162
755914320632|9161
755914320632|13390
962072750842|1162
962072750842|3074
962072750842|7139
962072750842|9161
962072750842|13390
1168231181052|3025
1168231181052|3074
1168231181052|9161
1168231181052|11538
1168231181052|13390
1168231181052|13463
1168231181053|2793
1168231181053|3025
1168231181053|3074
1168231181053|7556
1168231181053|9161
1168231181053|11996
1168231181063|1026
1168231181063|1162
1168231181063|1940
1168231181063|2962
1168231181063|8010
1168231181063|9512
1168231181063|11728
755914320995|138
755914320995|788
755914320995|1681
755914320995|9176
755914321003|138
755914321003|788
755914321003|9286
755914321003|11721
755914321004|9164
755914321004|9286
755914321004|11990
893353274479|1681
893353274479|2030
893353274479|2989
893353274479|9291
755914321013|1668
755914321013|9873
962072751222|1668
962072751222|12348
1099511704696|472
1099511704696|9873
755914321020|9180
755914321020|9873
1168231181437|2873
1168231181438|144
1168231181438|9873
962072751232|1910
1168231181442|138
1168231181442|7573
1168231181442|9040
893353274500|12198
1168231181445|138
1168231181445|2070
1168231181445|6073
1168231181445|9040
1168231181446|138
1168231181446|6392
1168231181446|7573
1168231181446|12147
1168231181450|2823
1168231181450|6938
1168231181450|7573
1168231181450|9040
962072751245|1033
962072751245|12198
1168231181456|138
1168231181456|1153
1168231181456|7573
1168231181456|11979
1099511704725|5129
1099511704727|5129
1099511704727|13877
618475367577|2065
1099511704731|5129
1099511704731|6963
481036414110|6940
1099511704735|2917
1099511704736|7044
962072751268|5086
1099511704742|11230
962072751271|5086
962072751271|10082
1099511704753|5086
1099511704753|12294
962072751283|593
1099511704761|2880
1099511704764|3026
962072751294|6425
1099511704768|1504
1099511704768|2880
1099511704772|1021
1030792228038|138
1030792228038|796
1030792228038|2781
1030792228038|7514
1030792228038|11757
1099511704779|472
1099511704779|796
1099511704779|2781
1099511704779|12228
1099511704779|13387
1099511704780|472
1099511704780|2781
1099511704780|5076
1099511704780|9148
1099511704780|9228
1099511704780|13387
1030792228053|1673
1030792228053|2781
1030792228053|7514
1030792228053|12164
1030792228053|12451
1099511704791|138
1099511704791|1668
1099511704791|2054
1099511704791|9341
1099511704795|138
1099511704795|1668
1099511704795|9064
1099511704795|9149
1099511704795|9341
1168231181533|138
1168231181533|9064
1168231181533|9142
1168231181533|9149
1168231181533|9187
1168231181533|9301
1099511704799|138
1099511704799|1668
1099511704799|2887
1099511704799|9341
1099511704799|11586
1099511704804|138
1099511704804|1668
1099511704804|5433
1099511704804|7365
1099511704804|9595
1099511704804|11586
1099511704813|11684
1099511704817|138
1099511704817|9243
1168231181556|7569
1168231181556|11684
1099511704823|1769
1099511704823|11684
1168231181561|458
1168231181564|5096
1168231181565|146
1168231181568|458
1168231181568|1990
1168231181569|458
1168231181569|9249
1168231181570|11559
1168231181571|2000
1168231181574|2862
1168231181576|146
1168231181576|11037
1030792228110|2840
1030792228110|7806
1030792228110|9159
1030792228110|9612
1030792228110|11979
1030792228117|2840
1030792228117|3003
1030792228117|3071
1030792228117|9159
1030792228117|9612
1030792228117|11439
1030792228117|11979
1030792228119|774
1030792228119|2840
1030792228119|5952
1030792228119|7806
1030792228119|8452
1030792228119|9612
1030792228119|11979
1168231181593|1201
1168231181593|2206
1168231181593|5546
1168231181593|11720
755914321180|5546
755914321180|7555
755914321180|9201
1099511704862|5546
1099511704862|7553
1099511704862|9201
1099511704862|10459
755914321185|5104
755914321185|9201
755914321185|12015
755914321193|7526
755914321193|9804
755914321193|10628
824633797930|9849
824633797930|10628
824633797930|12418
755914321195|2848
755914321195|3094
755914321195|9804
755914321195|10628
206158507310|5569
206158507310|6784
206158507310|9224
206158507310|10222
962072751407|2838
962072751407|9849
962072751407|10628
962072751407|12418
962072751407|12587
1099511704882|9849
1099511704882|11689
1099511704882|12418
1099511704882|14148
1030792228148|5569
1030792228148|7372
1030792228148|8737
1030792228148|10222
962072751413|2838
962072751413|2869
962072751413|2964
962072751413|3044
962072751413|10628
962072751413|12418
1099511704889|2059
1099511704889|2206
1099511704889|3098
1099511704889|6078
1099511704889|6354
1099511704891|2033
1099511704891|2059
1099511704891|2206
1099511704891|3098
1099511704891|6078
1099511704891|7823
1099511704891|12448
1099511704892|418
1099511704892|3098
1099511704892|6981
1099511704896|973
1099511704896|4999
1099511704896|6078
1099511704896|7562
1099511704903|2840
1099511704903|2848
1099511704903|4845
1099511704906|5120
1099511704906|9260
1099511704906|11357
1099511704906|12031
1099511704915|1194
1099511704915|2863
1099511704915|5120
1099511704915|9260
1099511704915|11357
618475367768|441
618475367768|471
618475367768|563
618475367768|6371
618475367768|6947
618475367768|7568
1099511704921|563
1099511704921|3037
1099511704921|5242
1099511704921|11700
1099511704921|13979
1099511704925|590
1099511704925|2012
1099511704925|3037
1099511704925|3102
1168231181666|441
1168231181666|563
1168231181666|3010
1168231181666|3037
1168231181666|6947
1168231181666|6953
1168231181666|9343
1168231181666|12896
1099511704940|576
1099511704940|2968
1099511704940|4944
1099511704940|6073
1099511704940|12416
1099511704942|277
1099511704942|1175
1099511704942|2206
1099511704942|4944
1099511704942|5117
1099511704942|6073
1099511704942|11795
1099511704945|2834
1099511704945|2910
1099511704945|5117
1099511704945|6073
1099511704945|7788
1099511704945|8308
1099511704951|1673
1099511704951|4972
1099511704951|6412
1099511704951|7849
893353274744|2206
893353274744|9032
893353274744|9149
893353274744|11349
893353274744|11764
893353274745|5097
893353274745|7612
893353274745|7871
893353274745|9149
893353274745|11349
893353274745|11764
1099511704957|1673
1099511704957|6412
1099511704957|6944
1099511704957|7849
1099511704957|8533
1099511704958|1673
1099511704958|2075
1099511704958|2109
1099511704958|2829
1099511704958|6944
1099511704958|7849
1099511704958|8533
206158507397|1682
206158507397|4845
206158507397|7321
206158507397|9010
206158507397|13584
962072751494|571
962072751494|4845
962072751494|7300
962072751494|7321
962072751494|9583
206158507402|1682
206158507402|2956
206158507402|4845
206158507402|5120
206158507402|5126
206158507402|11696
962072751499|2078
962072751499|7300
962072751499|7514
962072751499|9583
962072751499|12281
1099511704975|1682
1099511704975|7321
1099511704975|7565
1099511704975|12283
1099511704975|14552
755914321297|578
755914321297|1182
755914321297|1681
755914321297|2994
755914321297|4845
755914321297|7127
755914321297|11376
1099511704979|598
1099511704979|782
1099511704979|1681
1099511704979|4845
1099511704979|7127
1099511704979|10214
1099511704979|11695
1099511704979|12237
206158507413|1182
206158507413|9327
206158507413|11686
206158507413|11695
206158507413|12012
893353274775|782
893353274775|1182
893353274775|1681
893353274775|1994
893353274775|7127
893353274775|9285
893353274775|11695
893353274775|13784
962072751512|2058
962072751512|2915
962072751512|9174
962072751512|11686
962072751512|12012
618475367833|287
618475367833|782
618475367833|1182
618475367833|1681
618475367833|2880
618475367833|3108
618475367833|7127
618475367833|11695
893353274784|4845
893353274784|5883
1099511704993|4845
1099511704993|7715
893353274786|4845
893353274786|5090
893353274786|9309
1099511704997|2844
1099511704997|4845
1099511704997|5883
893353274791|5792
893353274791|9309
893353274791|14708
1099511705001|785
1099511705001|3054
1099511705001|4845
1099511705001|5883
1099511705003|785
1099511705003|2789
1099511705003|3054
1099511705003|5883
1099511705003|9256
1099511705005|2053
1099511705005|13994
1099511705007|7900
1099511705007|11252
1099511705007|11408
1099511705013|7169
1099511705013|11251
1099511705013|11408
1099511705013|11699
1099511705014|1998
1099511705014|11251
1099511705014|11699
1099511705014|12203
1168231181752|540
1168231181752|803
1168231181752|6970
1168231181752|7169
1168231181752|11408
1099511705019|3013
1099511705019|7169
1099511705019|7887
1099511705019|11408
1099511705019|11699
1099511705020|2938
1099511705020|7169
1099511705020|11524
1099511705024|2870
1099511705024|7163
1099511705024|7888
1099511705029|2800
1099511705029|5167
1099511705029|7163
1099511705030|2884
1099511705030|7163
1099511705030|9317
1099511705034|2800
1099511705034|5167
1099511705034|6396
1099511705034|7163
1099511705034|11583
618475367886|6
618475367886|572
618475367886|788
618475367886|3006
618475367886|5127
618475367886|7602
618475367886|11647
1030792228306|6
1030792228306|572
1030792228306|791
1030792228306|2881
1030792228306|5127
1030792228306|7602
1030792228306|7678
1030792228306|11378
1030792228306|11647
549755891155|2097
549755891155|2992
549755891155|5064
549755891155|7570
549755891155|7602
549755891155|9356
1168231181780|6
1168231181780|572
1168231181780|1644
1168231181780|2009
1168231181780|6048
1168231181780|7372
1168231181780|7602
1168231181780|11378
1168231181780|11647
1168231181780|11987
1168231181782|6
1168231181782|287
1168231181782|572
1168231181782|2811
1168231181782|2969
1168231181782|6048
1168231181782|7550
1168231181782|7602
1168231181782|11378
1168231181782|11647
1168231181782|11650
1168231181782|11987
618475367898|2859
618475367898|2955
618475367898|5064
618475367898|6992
618475367898|7570
824633798107|2097
824633798107|3089
824633798107|7602
824633798107|8535
824633798107|9167
824633798107|9356
1099511705057|3095
1099511705057|8673
1099511705061|12338
1168231181801|3095
1168231181801|8998
1168231181801|11351
1168231181802|2107
1168231181802|3095
1168231181802|7167
1168231181802|8998
1168231181802|11351
1030792228333|2073
1030792228333|6339
1030792228333|7570
1030792228333|8388
1099511705078|2991
1099511705078|6668
1099511705078|7570
1099511705080|6
1099511705080|7570
1099511705080|7711
1099511705080|8388
1099511705080|13133
1099511705083|8388
1099511705083|9283
1099511705083|9327
412316937733|2001
412316937733|5095
412316937733|9774
412316937733|11931
412316937733|13828
1168231181831|6
1168231181831|5152
1168231181831|6976
1168231181831|8738
1168231181831|9774
1168231181831|13803
1168231181831|13828
1168231181837|2787
1168231181837|6405
1168231181837|12226
1168231181838|293
1168231181838|2787
1168231181838|6405
1168231181838|12226
1168231181838|12364
1168231181844|1194
1168231181844|2787
1168231181844|7577
1168231181844|11240
1168231181845|61
1168231181845|1194
1168231181845|2787
1168231181845|6352
1168231181845|7577
1168231181851|6405
1168231181851|7507
1168231181851|14783
1099511705123|2880
1099511705125|779
1099511705125|9341
893353274918|6
893353274918|779
893353274918|12225
687194844714|10944
893353274926|6
893353274926|1546
893353274926|1993
893353274926|2097
893353274926|3019
893353274926|6797
893353274926|15253
1030792228400|1170
1030792228400|2097
1030792228400|2783
1030792228400|6369
1030792228400|6982
1030792228400|9144
1030792228400|9176
1030792228400|9317
1030792228402|418
1030792228402|2097
1030792228402|2783
1030792228402|2876
1030792228402|6962
1030792228402|6982
1030792228402|10433
1168231181875|418
1168231181875|2054
1168231181875|2097
1168231181875|2783
1168231181875|2876
1168231181875|6962
1168231181875|6982
1168231181875|6991
1168231181875|9733
1168231181875|12314
1030792228404|2097
1030792228404|2792
1030792228404|2967
1030792228404|5143
1030792228404|9176
1030792228404|9913
893353274933|1546
893353274933|1912
893353274933|1993
893353274933|3006
893353274933|3019
893353274933|6396
893353274933|6797
893353274933|7213
1099511705142|2783
1099511705142|5176
1099511705142|6962
1099511705142|6982
1099511705142|7436
1099511705142|7594
1099511705142|9334
1099511705142|10433
1168231181879|6
1168231181879|1153
1168231181879|1183
1168231181879|1993
1168231181879|2097
1168231181879|9051
1168231181879|9280
1168231181880|2054
1168231181880|2783
1168231181880|2799
1168231181880|6962
1168231181880|6991
1168231181880|7964
1168231181880|9162
1168231181880|11517
1168231181880|11754
1168231181880|12314
1168231181882|2097
1168231181882|3100
1168231181882|7135
1168231181882|7579
1168231181882|11633
1099511705149|149
1099511705149|1190
1099511705149|2789
1099511705149|7517
1099511705150|6
1099511705150|1190
1099511705150|2057
1099511705150|2789
1099511705150|5156
1099511705154|6
1099511705154|2057
1099511705154|2778
1099511705154|5125
1099511705154|5156
1099511705154|11642
1099511705156|6
1099511705156|1190
1099511705156|2789
1099511705156|2939
1099511705156|12413
1099511705157|1190
1099511705157|2785
1099511705157|2789
1099511705157|12512
1099511705162|6
1099511705162|2096
1099511705162|8863
1099511705162|12133
1099511705163|1190
1099511705163|2789
1099511705163|3097
1099511705163|8266
1099511705165|2928
1099511705165|6369
1099511705165|7598
1099511705170|1022
1099511705170|3046
1099511705170|7598
1099511705171|468
1099511705171|2928
1099511705171|6369
1099511705171|12466
1099511705172|3060
1099511705172|8148
1099511705173|468
1099511705173|6369
1099511705173|7344
1099511705173|8735
1168231181914|2049
1168231181914|3060
893353274974|2786
893353274974|2878
1099511705198|2061
1099511705198|2783
1099511705198|9242
1099511705198|11997
1099511705199|1678
1099511705199|9242
1099511705199|11997
1099511705199|13935
1099511705200|6646
1099511705200|9242
1099511705200|9326
1030792228475|138
1030792228475|2783
1030792228475|13861
893353275005|6
893353275005|146
893353275005|2779
893353275005|2797
893353275005|8440
893353275005|9334
893353275005|11690
893353275005|14502
1168231181950|596
1168231181950|8153
1168231181950|11376
1168231181950|13616
1168231181952|286
1168231181952|2068
1168231181952|11376
1168231181952|13616
1168231181953|286
1168231181953|5613
1168231181953|9245
1168231181953|11376
1168231181953|13616
893353275010|141
893353275010|2054
893353275010|2870
893353275010|14502
1168231181957|2054
1168231181957|7017
1168231181957|11569
1168231181957|14502
1168231181959|596
1168231181959|5960
1168231181959|8153
1168231181959|9127
1168231181959|11376
1168231181968|1182
1168231181968|2783
1168231181968|7282
1168231181968|9289
1168231181968|14502
1168231181973|1182
1168231181973|2999
1168231181973|5191
1168231181973|7282
1168231181973|12822
1168231181973|14502
1168231181978|1182
1168231181978|2783
1168231181978|2916
1168231181978|6410
1168231181978|7282
1168231181978|12427
1168231181978|14502
1099511705245|2101
1099511705245|2887
1099511705245|5076
1099511705245|9558
1099511705248|139
1099511705248|2101
1099511705248|5127
1099511705250|2101
1099511705250|6953
1099511705250|7535
1099511705252|1451
1099511705252|4969
1099511705252|9558
1099511705253|5076
1099511705253|5097
1099511705253|9558
1099511705253|12049
1099511705255|978
1099511705255|2887
1099511705255|5076
1099511705255|9558
1099511705255|15087
1099511705261|6
1099511705261|573
1099511705261|7999
1099511705261|10223
1168231181999|6
1168231181999|1032
1168231181999|2037
1168231181999|2089
1168231181999|2825
1168231181999|5583
1168231181999|6440
1168231182000|1032
1168231182000|2037
1168231182000|2880
1168231182000|3054
1168231182000|5583
1168231182000|5846
1168231182000|8204
1099511705273|6
1099511705273|573
1099511705273|1187
1099511705273|2955
1099511705273|10223
1099511705293|1668
1099511705293|2046
1099511705293|2878
1099511705293|5090
1099511705293|6705
1099511705293|7063
1099511705293|10621
824633798350|6
824633798350|1668
824633798350|2951
824633798350|3039
824633798350|3093
824633798350|5094
824633798350|5105
824633798350|5276
824633798350|6931
1099511705296|1668
1099511705296|2119
1099511705296|2878
1099511705296|5871
1099511705296|6449
1099511705296|7063
1099511705296|10621
1099511705296|10941
824633798359|6
824633798359|2810
824633798359|5094
824633798359|5105
824633798359|5276
824633798359|6894
824633798359|6931
824633798359|8248
824633798359|11275
824633798359|13163
824633798360|779
824633798360|1987
824633798360|2810
824633798360|5094
824633798360|5105
824633798360|6274
824633798360|9284
824633798360|10191
1099511705307|1505
1099511705307|1668
1099511705307|2085
1099511705307|2878
1099511705307|5871
1099511705307|6153
1099511705307|6449
1099511705307|7063
1099511705307|7091
755914321632|6
755914321632|8
755914321632|2879
755914321632|3055
755914321632|9078
755914321632|11376
893353275111|8
893353275111|1909
893353275111|2879
893353275111|11376
893353275111|12013
893353275111|13282
755914321640|2918
755914321640|3055
755914321640|6711
755914321640|7570
755914321640|9147
755914321640|11376
755914321640|14419
893353275117|3070
893353275117|8494
893353275117|9232
893353275117|9252
893353275118|3014
893353275118|3070
893353275118|9232
893353275118|9252
893353275118|11666
893353275119|6
893353275119|1174
893353275119|2789
893353275119|6976
893353275119|7549
893353275119|12207
893353275123|3070
893353275123|8494
893353275123|9256
893353275123|12309
1168231182072|783
1168231182072|8494
1168231182072|9256
1168231182072|12303
343597461245|1641
343597461245|2929
343597461245|3007
343597461245|5067
343597461245|9100
343597461245|9340
343597461245|10952
343597461245|11040
1030792228606|2783
1030792228606|2886
1030792228606|7743
1030792228606|9140
1030792228606|9167
1030792228606|11024
1030792228608|544
1030792228608|1940
1030792228608|2886
1030792228608|7743
1030792228608|11024
1030792228608|11702
1030792228609|2077
1030792228609|3007
1030792228609|7608
1030792228609|8408
1030792228609|9054
1030792228609|9100
1030792228609|9340
1030792228609|11040
1030792228610|544
1030792228610|1940
1030792228610|7844
1030792228610|9010
1030792228610|11024
1030792228610|11254
755914321670|2892
755914321670|2909
755914321670|2935
755914321670|5136
755914321670|7743
755914321670|10952
755914321670|11024
755914321670|11040
755914321670|11183
1099511705355|545
1099511705355|6946
1099511705355|8344
1099511705355|8408
1099511705355|9054
1099511705355|9100
1099511705355|12551
1030792228621|544
1030792228621|593
1030792228621|2791
1030792228621|2880
1030792228621|9010
1030792228621|11024
1030792228625|1444
1030792228625|3051
1030792228625|11247
1030792228625|11753
1030792228625|11984
1030792228627|1444
1030792228627|5153
1030792228627|7422
1030792228627|11247
1030792228627|11984
1030792228628|2888
1030792228628|3051
1030792228628|7569
1030792228628|11123
1030792228637|3051
1030792228637|7669
1030792228637|8490
1030792228637|11548
1099511705376|2908
1099511705376|3051
1099511705376|6353
1099511705376|9138
1099511705376|11753
755914321699|206
755914321699|1410
755914321699|2020
755914321699|2809
755914321699|2844
755914321699|6437
1168231182117|206
1168231182117|1410
1168231182117|2809
1168231182117|6706
1168231182117|9289
687194844966|206
687194844966|1410
687194844966|10028
687194844966|11538
687194844970|206
687194844970|2809
687194844970|2844
687194844970|9280
687194844970|9320
1030792228651|206
1030792228651|2809
1030792228651|2844
1030792228651|4847
1030792228651|9320
1030792228651|12290
1030792228651|14906
1168231182125|206
1168231182125|2809
1168231182125|6437
1168231182125|6449
1168231182125|7283
1168231182125|9648
824633798449|2809
824633798449|2844
824633798449|2869
824633798449|7582
824633798449|9147
824633798449|9320
962072751925|7476
962072751925|11732
962072751925|11752
962072751925|14189
1168231182137|395
1168231182137|9185
1168231182137|11732
1168231182137|13895
1030792228667|395
1030792228667|2010
1030792228667|3076
1030792228667|13929
1030792228667|14189
962072751932|2908
962072751932|3076
962072751932|13389
962072751936|2879
962072751936|2908
962072751936|3076
962072751936|5067
1030792228673|2010
1030792228673|3076
1030792228673|5811
1030792228673|7522
1030792228673|9139
1099511705411|2094
1099511705411|3047
1099511705411|5811
1099511705411|6779
1099511705411|7522
1099511705411|9139
962072751940|395
962072751940|582
962072751940|781
962072751940|3076
962072751940|11732
962072751940|14189
1168231182152|1410
1168231182152|5105
1168231182152|5793
1168231182152|9321
755914321744|788
755914321744|9240
1168231182168|1410
1168231182168|5105
1168231182168|5913
1168231182168|9199
1168231182168|9321
687194845017|578
687194845017|1410
687194845017|2802
687194845017|5793
481036414818|1033
481036414818|1444
481036414818|1644
481036414818|2879
481036414818|2882
481036414818|7604
481036414818|8769
481036414818|11099
481036414818|11626
481036414818|11759
893353275235|1033
893353275235|1444
893353275235|1667
893353275235|2879
893353275235|11585
893353275235|11759
893353275235|11810
893353275235|12525
481036414820|2879
481036414820|2937
481036414820|2991
481036414820|7511
481036414820|7604
481036414820|9045
481036414820|15108
1099511705445|1033
1099511705445|1444
1099511705445|2793
1099511705445|2879
1099511705445|5108
1099511705445|7709
1099511705445|9477
1099511705445|11626
1099511705445|11759
1168231182182|1444
1168231182182|5162
1168231182182|5636
1168231182182|7604
1168231182182|11099
1168231182182|11112
1168231182182|11626
1168231182182|11696
1168231182182|15139
549755891560|281
549755891560|2937
549755891560|6385
549755891560|6407
549755891560|7511
549755891560|7604
549755891560|9045
549755891560|15108
618475368299|281
618475368299|2854
618475368299|2937
618475368299|6991
618475368299|7604
618475368299|9045
618475368299|9136
618475368299|10415
618475368299|15108
1168231182188|1033
1168231182188|1444
1168231182188|2040
1168231182188|2117
1168231182188|2868
1168231182188|2879
1168231182188|9090
1168231182188|11626
1168231182188|11759
824633798512|1641
824633798512|7357
824633798512|7621
824633798512|9173
824633798512|14590
1168231182193|1641
1168231182193|6134
1168231182193|7526
1168231182193|7621
1168231182193|10657
1168231182193|14590
1030792228722|1641
1030792228722|6830
1030792228722|7357
1030792228722|7547
1030792228722|7621
1030792228722|8816
687194845043|3045
687194845043|5877
687194845043|7542
687194845043|11790
1030792228724|1641
1030792228724|2888
1030792228724|5100
1030792228724|6986
1030792228724|7165
1030792228724|7357
1030792228724|7542
1099511705461|576
1099511705461|1641
1099511705461|2962
1099511705461|4847
1099511705461|6997
1168231182201|3011
1168231182201|8849
1168231182201|8851
1168231182201|10657
1168231182201|14590
1099511705466|1641
1099511705466|2962
1099511705466|3088
1099511705466|4847
1099511705466|6997
1099511705466|7356
1099511705466|8058
1030792228733|1641
1030792228733|5094
1030792228733|6579
1030792228733|7621
1030792228733|11621
1030792228740|7672
1030792228740|10220
1030792228740|12425
893353275271|5105
893353275271|6999
893353275271|11328
893353275271|13863
824633798537|6530
824633798537|11328
824633798537|11598
687194845066|5064
687194845066|5105
687194845066|10969
687194845066|11328
824633798540|6396
824633798540|6987
824633798540|11328
824633798542|2882
824633798542|11328
824633798542|11598
824633798542|11644
687194845078|285
687194845078|1410
687194845078|5416
687194845078|6973
687194845078|12122
687194845079|285
687194845079|570
687194845079|1410
687194845079|2017
687194845079|9035
687194845079|12122
1168231182239|285
1168231182239|561
1168231182239|2912
1168231182239|10268
687194845089|2017
687194845089|2093
687194845089|9248
687194845089|12122
1168231182243|561
1168231182243|2066
1168231182243|2875
1168231182243|2912
1168231182250|1410
1168231182250|9162
1168231182252|1410
1168231182252|9277
1030792228782|4847
1030792228782|9148
1168231182255|5188
1168231182261|1908
1168231182262|1410
1168231182262|5620
1168231182262|9162
1168231182267|2062
1168231182267|2860
1168231182267|6963
1168231182267|10349
1030792228798|1202
1030792228798|1979
1030792228798|2030
1030792228798|2062
1030792228798|12288
1168231182274|1979
1168231182274|2060
1168231182274|2062
1168231182274|6963
1168231182274|9087
1168231182275|2113
1168231182275|2860
1168231182275|6963
1168231182275|9344
687194845125|1202
687194845125|1979
687194845125|2030
687194845125|2062
687194845125|5109
687194845125|6963
1168231182279|1979
1168231182279|2060
1168231182279|2062
1168231182279|6424
1168231182279|6559
1168231182279|9061
1168231182279|9087
1168231182281|2049
1168231182281|2062
1168231182281|12269
687194845134|1410
687194845134|5100
687194845134|6933
687194845134|9060
1168231182289|469
1168231182289|1410
1168231182289|9213
1168231182289|9563
1168231182289|11315
1168231182291|469
1168231182291|580
1168231182291|7805
1168231182291|9563
1168231182291|11357
1168231182293|799
1168231182293|1024
1168231182293|7511
1168231182297|2918
1168231182297|5820
1168231182297|6674
1168231182297|11357
1168231182298|441
1168231182298|9197
1168231182298|9563
1168231182298|11315
1168231182298|11508
1168231182308|579
1168231182308|1546
1168231182308|7380
1168231182308|9257
1168231182308|13366
1168231182309|3034
1168231182309|9257
1168231182309|11984
1168231182309|13366
1168231182309|14132
1168231182314|579
1168231182314|6458
1168231182314|6847
1168231182314|7380
1168231182314|13366
1168231182314|14852
1099511705581|1546
1099511705581|2800
1099511705581|5158
1099511705581|7380
1168231182318|579
1168231182318|5091
1168231182318|6458
1168231182318|9180
1168231182318|13366
1168231182318|13528
1168231182318|14852
1168231182320|579
1168231182320|783
1168231182320|2003
1168231182320|6458
1168231182320|7380
1168231182320|11710
1168231182320|13366
1168231182320|14852
1099511705587|598
1099511705587|1410
1099511705587|2876
1099511705587|14799
1099511705595|9
1099511705595|598
1099511705595|3047
1099511705595|10725
687194845181|598
687194845181|1410
687194845181|6175
687194845181|12216
1099511705598|9
1099511705598|5090
1099511705598|10725
1099511705598|11408
687194845183|598
687194845183|1410
687194845183|3047
687194845183|9092
687194845183|10422
824633798657|598
824633798657|1410
824633798657|3047
824633798657|5077
824633798657|7710
824633798657|9092
824633798657|10422
824633798657|11654
1099511705602|9
1099511705602|2034
1099511705602|2868
1099511705602|10725
1168231182340|9
1168231182340|975
1168231182340|3047
1168231182340|9178
1168231182340|10725
1099511705609|2085
1099511705609|2086
1099511705609|3045
1099511705609|5871
1099511705609|7566
1099511705609|9166
1099511705609|12260
1099511705612|2086
1099511705612|2983
1099511705612|3045
1099511705612|3081
1099511705612|7566
1099511705612|8705
1099511705612|9166
1099511705612|11311
1099511705616|1204
1099511705616|2983
1099511705616|3030
1099511705616|3045
1099511705616|3081
1099511705616|7566
1099511705616|7943
1099511705616|8381
1099511705616|8705
1099511705616|11311
1099511705617|1153
1099511705617|2086
1099511705617|6422
1099511705617|7566
1099511705617|9526
1099511705617|11311
1099511705617|13652
962072752155|140
962072752155|561
962072752155|2884
962072752155|6987
962072752155|11248
962072752156|140
962072752156|561
962072752156|6557
962072752156|7203
962072752156|11248
962072752156|11597
962072752157|561
962072752157|783
962072752157|6078
962072752157|9275
962072752157|11248
962072752160|140
962072752160|561
962072752160|2092
962072752160|5154
962072752160|6953
962072752160|6987
1168231182371|783
1168231182371|3044
1168231182371|5652
1168231182371|9343
962072752164|395
962072752164|7019
962072752164|10471
962072752164|14943
1168231182373|796
1168231182373|5762
1168231182373|7203
1168231182373|11220
1168231182375|140
1168231182375|561
1168231182375|1174
1168231182375|2786
1168231182375|6987
