:START_ID(Forum)|:END_ID(Person)
1030792153345|17592186045071
1030792153345|17592186045371
1030792153345|17592186045625
1030792153345|21990232556183
1030792153345|24189255811914
1030792153345|30786325578736
824633723138|2199023255851
824633723138|6597069767080
824633723138|6597069767351
824633723138|8796093022904
824633723138|8796093022948
824633723138|13194139533721
824633723138|13194139534533
824633723138|15393162788951
824633723138|15393162789840
824633723138|17592186045071
824633723138|17592186045625
824633723138|19791209300224
824633723138|21990232556183
824633723138|24189255811914
824633723138|30786325578736
824633723138|37383395346069
1099511630083|2199023255851
1099511630083|6597069767080
1099511630083|6597069767351
1099511630083|13194139534533
1099511630083|15393162788951
1099511630083|15393162788962
1099511630083|17592186045071
1099511630083|17592186045371
1099511630083|17592186045625
1099511630083|19791209300224
1099511630083|21990232556183
1099511630083|24189255811914
1099511630083|30786325578736
1099511630083|37383395346069
481036339460|859
481036339460|1204
481036339460|1305
481036339460|2199023255994
481036339460|2199023256083
481036339460|2199023256183
481036339460|2199023256446
481036339460|2199023256904
481036339460|2199023256905
481036339460|2199023257212
481036339460|4398046511689
481036339460|4398046511802
481036339460|4398046511989
481036339460|4398046512238
481036339460|4398046512254
481036339460|4398046512629
481036339460|6597069767700
481036339460|6597069767722
481036339460|8796093023070
481036339460|8796093023809
481036339460|8796093023851
481036339460|10995116278624
481036339460|13194139534658
481036339460|17592186044846
481036339460|17592186045211
481036339460|17592186045707
481036339460|17592186045817
481036339460|19791209300227
481036339460|19791209300590
481036339460|19791209300926
481036339460|21990232555781
481036339460|21990232556130
481036339460|21990232556205
481036339460|21990232556466
481036339460|21990232557020
481036339460|24189255811081
481036339460|24189255811441
481036339460|24189255812726
481036339460|26388279066641
481036339460|26388279067210
481036339460|26388279068275
481036339460|28587302322464
481036339460|28587302323659
481036339460|30786325578366
481036339460|30786325579234
481036339460|32985348833598
481036339460|35184372089370
481036339460|37383395344486
481036339460|37383395344931
481036339460|37383395344977
618475292933|910
618475292933|2199023257093
618475292933|10995116277782
618475292933|10995116279024
618475292933|17592186045681
618475292933|19791209301454
618475292933|21990232556610
618475292933|21990232556617
618475292933|24189255812167
618475292933|35184372089798
618475292933|35184372090060
618475292933|37383395344878
687194769670|2199023257093
687194769670|24189255812167
687194769670|910
687194769670|37383395344878
687194769670|35184372090060
687194769670|21990232556617
687194769670|10995116279024
687194769670|19791209301454
687194769670|10995116277782
687194769670|35184372089798
687194769670|15393162790502
687194769670|21990232556610
687194769670|17592186045681
687194769670|28587302322401
687194769670|772
687194769670|30786325578300
755914246407|2199023257093
755914246407|17592186045681
755914246407|19791209301454
755914246407|21990232556610
755914246407|21990232556617
755914246407|37383395344878
1099511630088|910
1099511630088|17592186045681
1099511630088|24189255812167
1099511630088|35184372089798
1099511630088|35184372090060
1099511630088|37383395344878
1168231106825|910
1168231106825|2199023257093
1168231106825|10995116277782
1168231106825|10995116279024
1168231106825|17592186045681
1168231106825|19791209301454
1168231106825|21990232556610
1168231106825|21990232556617
1168231106825|35184372089798
1168231106825|35184372090060
1168231106825|37383395344878
893353199882|910
893353199882|2199023257093
893353199882|10995116277782
893353199882|19791209301454
893353199882|24189255812167
893353199882|35184372089798
893353199882|35184372090060
893353199882|37383395344878
893353199883|910
893353199883|2199023257093
893353199883|10995116277782
893353199883|21990232556610
893353199883|24189255812167
893353199883|35184372090060
893353199883|37383395344878
755914246412|910
755914246412|10995116277782
755914246412|10995116279024
755914246412|17592186045681
755914246412|35184372089798
824633723149|17592186045681
824633723149|19791209301454
824633723149|21990232556617
824633723149|24189255812167
824633723149|35184372089798
824633723149|35184372090060
824633723149|37383395344878
893353199886|910
893353199886|2199023257093
893353199886|10995116277782
893353199886|10995116279024
893353199886|17592186045681
893353199886|19791209301454
893353199886|21990232556610
893353199886|21990232556617
893353199886|35184372089798
893353199886|35184372090060
893353199886|37383395344878
824633723151|910
824633723151|2199023257093
824633723151|10995116277782
824633723151|10995116279024
824633723151|17592186045681
824633723151|21990232556610
824633723151|35184372089798
824633723151|35184372090060
824633723151|37383395344878
1168231106832|10995116277782
1168231106832|10995116279024
1168231106832|17592186045681
1168231106832|19791209301454
1168231106832|21990232556610
1168231106832|21990232556617
1168231106832|24189255812167
1168231106832|35184372089798
1168231106832|37383395344878
687194769681|910
687194769681|2199023257093
687194769681|10995116277782
687194769681|17592186045681
687194769681|19791209301454
687194769681|21990232556610
687194769681|21990232556617
687194769681|24189255812167
687194769681|35184372090060
687194769681|37383395344878
618475292946|910
618475292946|2199023257093
618475292946|10995116277782
618475292946|21990232556610
618475292946|21990232556617
618475292946|35184372090060
618475292946|37383395344878
1099511630099|910
1099511630099|2199023257093
1099511630099|10995116279024
1099511630099|19791209301454
1099511630099|21990232556610
1099511630099|21990232556617
1099511630099|35184372089798
1099511630099|35184372090060
1099511630099|37383395344878
1030792153364|910
1030792153364|2199023257093
1030792153364|10995116279024
1030792153364|17592186045681
1030792153364|19791209301454
1030792153364|21990232556610
1030792153364|21990232556617
1030792153364|24189255812167
1030792153364|35184372089798
893353199893|910
893353199893|2199023257093
893353199893|10995116279024
893353199893|17592186045681
893353199893|19791209301454
893353199893|21990232556610
893353199893|24189255812167
893353199893|35184372089798
893353199893|35184372090060
893353199893|37383395344878
824633723158|2199023257093
824633723158|10995116279024
824633723158|17592186045681
824633723158|19791209301454
824633723158|21990232556610
824633723158|21990232556617
824633723158|24189255812167
824633723158|35184372089798
824633723158|35184372090060
824633723158|37383395344878
962072676631|2199023257093
962072676631|10995116277782
962072676631|17592186045681
962072676631|19791209301454
962072676631|21990232556610
962072676631|21990232556617
962072676631|35184372089798
962072676631|35184372090060
962072676631|37383395344878
824633723161|910
824633723161|8796093023537
824633723161|24189255812167
824633723161|28587302323163
962072676634|910
962072676634|8796093023537
962072676634|24189255812167
962072676634|28587302323163
1168231106843|8796093023537
1168231106843|24189255812167
1168231106843|28587302323163
824633723164|24189255812167
824633723164|28587302323163
962072676637|910
962072676637|8796093023537
962072676637|24189255812167
962072676637|28587302323163
962072676638|910
962072676638|24189255812167
1168231106847|910
1168231106847|8796093023537
1168231106847|24189255812167
962072676640|910
962072676640|8796093023537
962072676640|28587302323163
1099511630113|8796093023537
1099511630113|24189255812167
1099511630113|28587302323163
893353199906|910
893353199906|8796093023537
893353199906|24189255812167
893353199906|28587302323163
1168231106851|910
1168231106851|8796093023537
1168231106851|24189255812167
1168231106851|28587302323163
893353199908|555
893353199908|659
893353199908|1096
893353199908|1223
893353199908|1295
893353199908|1355
893353199908|1412
893353199908|1661
893353199908|2199023256304
893353199908|2199023256425
893353199908|2199023256573
893353199908|2199023256981
893353199908|4398046511458
893353199908|4398046511926
893353199908|4398046512195
893353199908|4398046512247
893353199908|4398046512269
893353199908|4398046512585
893353199908|4398046512623
893353199908|4398046512651
893353199908|4398046512803
893353199908|6597069766713
893353199908|6597069767722
893353199908|8796093022736
893353199908|8796093023536
893353199908|8796093023573
893353199908|8796093023835
893353199908|10995116277934
893353199908|10995116278578
893353199908|10995116278767
893353199908|10995116279045
893353199908|13194139533740
893353199908|13194139533966
893353199908|15393162788944
893353199908|15393162789178
893353199908|15393162789357
893353199908|15393162789639
893353199908|15393162789809
893353199908|15393162790355
893353199908|15393162790399
893353199908|19791209301495
893353199908|21990232555811
893353199908|21990232556064
893353199908|21990232556290
893353199908|21990232556317
893353199908|21990232556524
893353199908|21990232556531
893353199908|21990232556623
893353199908|21990232556635
893353199908|21990232557019
893353199908|21990232557110
893353199908|24189255811210
893353199908|24189255812068
893353199908|24189255812506
893353199908|26388279067202
893353199908|26388279068047
893353199908|28587302322542
893353199908|28587302322552
893353199908|28587302322664
893353199908|28587302322767
893353199908|28587302323389
893353199908|30786325578612
893353199908|30786325578948
893353199908|30786325579250
893353199908|32985348833673
893353199908|32985348833732
893353199908|32985348834852
893353199908|35184372089264
893353199908|35184372089633
893353199908|35184372090503
893353199908|37383395344866
893353199908|37383395344878
893353199908|37383395345741
893353199908|37383395346041
893353199909|555
893353199909|659
893353199909|1096
893353199909|1223
893353199909|1295
893353199909|1355
893353199909|1661
893353199909|2199023256425
893353199909|2199023256573
893353199909|2199023256981
893353199909|4398046511458
893353199909|4398046511926
893353199909|4398046512195
893353199909|4398046512247
893353199909|4398046512269
893353199909|4398046512651
893353199909|4398046512803
893353199909|6597069767722
893353199909|8796093023536
893353199909|8796093023573
893353199909|8796093023835
893353199909|10995116278578
893353199909|10995116278767
893353199909|10995116279045
893353199909|13194139533740
893353199909|13194139533966
893353199909|15393162788944
893353199909|15393162789178
893353199909|15393162789639
893353199909|15393162789809
893353199909|21990232555811
893353199909|21990232556317
893353199909|21990232556524
893353199909|21990232556531
893353199909|21990232556623
893353199909|21990232556635
893353199909|21990232557019
893353199909|21990232557110
893353199909|24189255811210
893353199909|24189255812506
893353199909|26388279067202
893353199909|26388279068047
893353199909|28587302322542
893353199909|28587302322664
893353199909|28587302323389
893353199909|30786325578612
893353199909|30786325578948
893353199909|32985348833673
893353199909|32985348833732
893353199909|32985348834852
893353199909|35184372089264
893353199909|35184372089633
893353199909|35184372090503
893353199909|37383395344866
893353199909|37383395344878
1030792153382|555
1030792153382|659
1030792153382|1096
1030792153382|1223
1030792153382|1295
1030792153382|1355
1030792153382|1412
1030792153382|1661
1030792153382|2199023256304
1030792153382|2199023256425
1030792153382|2199023256573
1030792153382|2199023256981
1030792153382|4398046511458
1030792153382|4398046511926
1030792153382|4398046512247
1030792153382|4398046512269
1030792153382|4398046512585
1030792153382|4398046512651
1030792153382|6597069766713
1030792153382|6597069767722
1030792153382|8796093022736
1030792153382|8796093023536
1030792153382|8796093023573
1030792153382|8796093023835
1030792153382|10995116279045
1030792153382|13194139533740
1030792153382|15393162788944
1030792153382|15393162789178
1030792153382|15393162789639
1030792153382|15393162789809
1030792153382|15393162790399
1030792153382|21990232555811
1030792153382|21990232556317
1030792153382|21990232556623
1030792153382|21990232556635
1030792153382|21990232557019
1030792153382|21990232557110
1030792153382|24189255812068
1030792153382|24189255812506
1030792153382|26388279067202
1030792153382|26388279068047
1030792153382|28587302322542
1030792153382|28587302322664
1030792153382|28587302322767
1030792153382|28587302323389
1030792153382|30786325578948
1030792153382|32985348833673
1030792153382|32985348833732
1030792153382|35184372089633
1030792153382|35184372090503
1030792153382|37383395344866
1030792153382|37383395344878
1030792153382|37383395346041
893353199911|555
893353199911|659
893353199911|1223
893353199911|1295
893353199911|1355
893353199911|1661
893353199911|2199023256304
893353199911|2199023256573
893353199911|2199023256981
893353199911|4398046511458
893353199911|4398046511926
893353199911|4398046512247
893353199911|4398046512269
893353199911|4398046512585
893353199911|4398046512623
893353199911|4398046512651
893353199911|6597069766713
893353199911|8796093022736
893353199911|8796093023573
893353199911|8796093023835
893353199911|10995116277934
893353199911|10995116278767
893353199911|10995116279045
893353199911|13194139533740
893353199911|13194139533966
893353199911|15393162789178
893353199911|15393162789357
893353199911|15393162789639
893353199911|15393162790355
893353199911|19791209301495
893353199911|21990232555811
893353199911|21990232556064
893353199911|21990232556290
893353199911|21990232556531
893353199911|21990232556623
893353199911|21990232556635
893353199911|21990232557019
893353199911|24189255811210
893353199911|24189255812068
893353199911|24189255812506
893353199911|28587302322542
893353199911|28587302322664
893353199911|28587302322767
893353199911|30786325578612
893353199911|30786325578948
893353199911|30786325579250
893353199911|32985348833673
893353199911|32985348833732
893353199911|35184372089264
893353199911|35184372090503
893353199911|37383395344866
893353199911|37383395345741
1030792153384|1096
1030792153384|1223
1030792153384|1295
1030792153384|1412
1030792153384|1661
1030792153384|2199023256304
1030792153384|2199023256573
1030792153384|2199023256981
1030792153384|4398046511458
1030792153384|4398046511926
1030792153384|4398046512195
1030792153384|4398046512247
1030792153384|4398046512585
1030792153384|4398046512623
1030792153384|4398046512651
1030792153384|4398046512803
1030792153384|6597069766713
1030792153384|8796093023573
1030792153384|10995116278578
1030792153384|10995116279045
1030792153384|13194139533740
1030792153384|13194139533966
1030792153384|15393162788944
1030792153384|15393162789178
1030792153384|15393162789357
1030792153384|15393162790355
1030792153384|19791209301495
1030792153384|21990232555811
1030792153384|21990232556064
1030792153384|21990232556290
1030792153384|21990232556524
1030792153384|21990232556623
1030792153384|21990232557019
1030792153384|21990232557110
1030792153384|24189255811210
1030792153384|24189255812068
1030792153384|24189255812506
1030792153384|26388279067202
1030792153384|26388279068047
1030792153384|28587302322542
1030792153384|28587302322552
1030792153384|28587302322664
1030792153384|28587302323389
1030792153384|30786325578612
1030792153384|30786325579250
1030792153384|32985348833673
1030792153384|32985348833732
1030792153384|32985348834852
1030792153384|35184372089264
1030792153384|35184372089633
1030792153384|35184372090503
1030792153384|37383395344866
1030792153384|37383395344878
1030792153384|37383395345741
1030792153385|659
1030792153385|1096
1030792153385|1223
1030792153385|1355
1030792153385|1412
1030792153385|2199023256304
1030792153385|2199023256425
1030792153385|2199023256573
1030792153385|4398046511458
1030792153385|4398046512195
1030792153385|4398046512269
1030792153385|4398046512623
1030792153385|4398046512651
1030792153385|4398046512803
1030792153385|6597069766713
1030792153385|6597069767722
1030792153385|8796093022736
1030792153385|8796093023835
1030792153385|10995116278578
1030792153385|10995116278767
1030792153385|13194139533966
1030792153385|15393162788944
1030792153385|15393162789639
1030792153385|15393162789809
1030792153385|15393162790355
1030792153385|19791209301495
1030792153385|21990232555811
1030792153385|21990232556064
1030792153385|21990232556290
1030792153385|21990232556317
1030792153385|21990232556531
1030792153385|21990232556623
1030792153385|21990232556635
1030792153385|21990232557019
1030792153385|21990232557110
1030792153385|24189255811210
1030792153385|24189255812068
1030792153385|24189255812506
1030792153385|26388279067202
1030792153385|26388279068047
1030792153385|28587302322664
1030792153385|28587302322767
1030792153385|28587302323389
1030792153385|30786325578612
1030792153385|30786325578948
1030792153385|30786325579250
1030792153385|32985348833673
1030792153385|32985348833732
1030792153385|32985348834852
1030792153385|35184372089264
1030792153385|35184372089633
1030792153385|35184372090503
1030792153385|37383395344866
1030792153385|37383395345741
1030792153386|555
1030792153386|659
1030792153386|1096
1030792153386|1223
1030792153386|1355
1030792153386|1412
1030792153386|2199023256425
1030792153386|2199023256573
1030792153386|2199023256981
1030792153386|4398046511926
1030792153386|4398046512195
1030792153386|4398046512247
1030792153386|4398046512585
1030792153386|4398046512623
1030792153386|4398046512803
1030792153386|6597069766713
1030792153386|8796093022736
1030792153386|8796093023536
1030792153386|10995116278767
1030792153386|10995116279045
1030792153386|13194139533740
1030792153386|13194139533966
1030792153386|15393162789178
1030792153386|15393162789357
1030792153386|15393162789639
1030792153386|15393162790355
1030792153386|15393162790399
1030792153386|21990232555811
1030792153386|21990232556064
1030792153386|21990232556290
1030792153386|21990232556317
1030792153386|21990232556524
1030792153386|21990232556531
1030792153386|21990232556623
1030792153386|21990232556635
1030792153386|24189255811210
1030792153386|24189255812068
1030792153386|26388279067202
1030792153386|26388279068047
1030792153386|28587302322542
1030792153386|28587302322664
1030792153386|28587302322767
1030792153386|28587302323389
1030792153386|30786325578948
1030792153386|35184372089264
1030792153386|35184372089633
1030792153386|35184372090503
1030792153386|37383395344866
1030792153386|37383395344878
1030792153386|37383395345741
1030792153387|555
1030792153387|1096
1030792153387|1223
1030792153387|1412
1030792153387|1661
1030792153387|2199023256304
1030792153387|2199023256573
1030792153387|2199023256981
1030792153387|4398046511926
1030792153387|4398046512247
1030792153387|4398046512269
1030792153387|4398046512585
1030792153387|4398046512623
1030792153387|4398046512651
1030792153387|4398046512803
1030792153387|6597069766713
1030792153387|8796093022736
1030792153387|8796093023835
1030792153387|10995116278578
1030792153387|10995116278767
1030792153387|10995116279045
1030792153387|13194139533740
1030792153387|15393162788944
1030792153387|15393162789357
1030792153387|15393162789639
1030792153387|15393162789809
1030792153387|15393162790399
1030792153387|19791209301495
1030792153387|21990232555811
1030792153387|21990232556290
1030792153387|21990232556317
1030792153387|21990232556531
1030792153387|21990232556623
1030792153387|21990232556635
1030792153387|21990232557019
1030792153387|21990232557110
1030792153387|24189255812506
1030792153387|26388279067202
1030792153387|26388279068047
1030792153387|28587302322542
1030792153387|28587302322552
1030792153387|28587302322664
1030792153387|28587302323389
1030792153387|30786325579250
1030792153387|32985348833673
1030792153387|32985348834852
1030792153387|35184372089264
1030792153387|35184372089633
1030792153387|35184372090503
1030792153387|37383395344866
1030792153387|37383395344878
1030792153387|37383395346041
1168231106860|1096
1168231106860|1223
1168231106860|1295
1168231106860|1355
1168231106860|1412
1168231106860|1661
1168231106860|2199023256304
1168231106860|2199023256425
1168231106860|2199023256573
1168231106860|2199023256981
1168231106860|4398046511458
1168231106860|4398046511926
1168231106860|4398046512247
1168231106860|4398046512585
1168231106860|4398046512623
1168231106860|4398046512651
1168231106860|6597069766713
1168231106860|6597069767722
1168231106860|8796093023573
1168231106860|8796093023835
1168231106860|10995116277934
1168231106860|10995116279045
1168231106860|13194139533740
1168231106860|13194139533966
1168231106860|15393162788944
1168231106860|15393162789178
1168231106860|15393162789639
1168231106860|15393162789809
1168231106860|15393162790355
1168231106860|15393162790399
1168231106860|19791209301495
1168231106860|21990232555811
1168231106860|21990232556064
1168231106860|21990232556290
1168231106860|21990232556317
1168231106860|21990232556524
1168231106860|21990232556635
1168231106860|21990232557019
1168231106860|21990232557110
1168231106860|24189255812506
1168231106860|26388279067202
1168231106860|28587302322542
1168231106860|28587302322664
1168231106860|28587302322767
1168231106860|28587302323389
1168231106860|30786325578612
1168231106860|30786325578948
1168231106860|30786325579250
1168231106860|32985348833673
1168231106860|32985348833732
1168231106860|32985348834852
1168231106860|35184372090503
1168231106860|37383395344866
1168231106860|37383395344878
1168231106860|37383395346041
1168231106861|659
1168231106861|1096
1168231106861|1295
1168231106861|1355
1168231106861|1412
1168231106861|1661
1168231106861|2199023256304
1168231106861|2199023256981
1168231106861|4398046511458
1168231106861|4398046512195
1168231106861|4398046512269
1168231106861|4398046512585
1168231106861|4398046512651
1168231106861|4398046512803
1168231106861|6597069766713
1168231106861|6597069767722
1168231106861|8796093022736
1168231106861|8796093023536
1168231106861|8796093023573
1168231106861|8796093023835
1168231106861|10995116277934
1168231106861|10995116278578
1168231106861|10995116278767
1168231106861|13194139533740
1168231106861|13194139533966
1168231106861|15393162788944
1168231106861|15393162789178
1168231106861|15393162789357
1168231106861|15393162790355
1168231106861|15393162790399
1168231106861|21990232555811
1168231106861|21990232556064
1168231106861|21990232556290
1168231106861|21990232556317
1168231106861|21990232556524
1168231106861|21990232556531
1168231106861|21990232556623
1168231106861|21990232557019
1168231106861|21990232557110
1168231106861|24189255812068
1168231106861|24189255812506
1168231106861|26388279068047
1168231106861|28587302322542
1168231106861|28587302322664
1168231106861|28587302322767
1168231106861|30786325578948
1168231106861|32985348833673
1168231106861|32985348833732
1168231106861|32985348834852
1168231106861|35184372089264
1168231106861|35184372089633
1168231106861|37383395344866
1168231106861|37383395344878
1168231106861|37383395345741
1168231106861|37383395346041
1168231106870|325
1168231106870|1355
1168231106870|1661
1168231106870|4398046511926
1168231106870|4398046512388
1168231106870|4398046512392
1168231106870|4398046512803
1168231106870|6597069767638
1168231106870|8796093022726
1168231106870|8796093023143
1168231106870|8796093023537
1168231106870|8796093023864
1168231106870|10995116278352
1168231106870|10995116278524
1168231106870|13194139533712
1168231106870|13194139534651
1168231106870|15393162789081
1168231106870|15393162789912
1168231106870|15393162790214
1168231106870|15393162790390
1168231106870|17592186044648
1168231106870|19791209300502
1168231106870|19791209300925
1168231106870|21990232556251
1168231106870|24189255811917
1168231106870|24189255812167
1168231106870|28587302322180
1168231106870|28587302322838
1168231106870|28587302323163
1168231106870|28587302323557
1168231106870|28587302323848
1168231106870|30786325578528
1168231106870|30786325578881
1168231106870|30786325579070
1168231106870|32985348833598
1168231106870|35184372090415
1168231106871|4398046511989
1168231106871|8796093023077
1168231106871|17592186044850
1168231106872|1204
1168231106872|2199023257149
1168231106872|4398046511989
1168231106872|6597069766769
1168231106872|6597069767706
1168231106872|10995116277934
1168231106872|10995116278132
1168231106872|10995116279024
1168231106872|13194139534169
1168231106872|17592186044826
1168231106872|19791209300150
1168231106872|21990232556059
1168231106872|24189255811210
1168231106872|24189255811433
1168231106872|26388279067210
1168231106872|28587302323340
1168231106872|28587302323795
1168231106872|37383395345264
206158432569|1130
206158432569|1204
206158432569|2199023256858
206158432569|21990232556083
206158432569|24189255811914
206158432569|28587302322698
206158432569|32985348834955
206158432569|37383395344878
755914246458|1204
755914246458|21990232556083
755914246458|28587302322698
755914246458|32985348834955
1099511630139|1130
1099511630139|2199023256858
1099511630139|21990232556083
1099511630139|24189255811914
1099511630139|32985348834955
1099511630139|37383395344878
618475292988|1130
618475292988|1204
618475292988|2199023256858
618475292988|21990232556083
618475292988|28587302322698
618475292988|32985348834955
618475292988|37383395344878
1168231106877|2199023256858
1168231106877|21990232556083
1168231106877|24189255811914
1168231106877|28587302322698
1168231106877|32985348834955
1168231106877|37383395344878
549755816254|1204
549755816254|2199023256858
549755816254|21990232556083
549755816254|24189255811914
549755816254|28587302322698
549755816254|37383395344878
343597386047|1130
343597386047|1204
343597386047|2199023256858
343597386047|21990232556083
343597386047|24189255811914
343597386047|28587302322698
343597386047|37383395344878
206158432576|21990232556083
206158432576|24189255811914
206158432576|28587302322698
206158432576|32985348834955
549755816257|1204
549755816257|2199023256858
549755816257|21990232556083
549755816257|32985348834955
549755816257|37383395344878
481036339522|1130
481036339522|1204
481036339522|2199023256858
481036339522|21990232556083
481036339522|24189255811914
481036339522|28587302322698
481036339522|32985348834955
481036339523|1130
481036339523|1204
481036339523|2199023256858
481036339523|21990232556083
481036339523|28587302322698
481036339523|37383395344878
755914246468|1130
755914246468|2199023256858
755914246468|21990232556083
755914246468|24189255811914
755914246468|37383395344878
618475292997|1130
618475292997|1204
618475292997|21990232556083
618475292997|24189255811914
618475292997|37383395344878
824633723206|1130
824633723206|2199023256858
824633723206|24189255811914
824633723206|28587302322698
824633723206|32985348834955
1099511630151|1130
1099511630151|1204
1099511630151|2199023256858
1099511630151|21990232556083
1099511630151|32985348834955
1099511630151|37383395344878
893353199944|1130
893353199944|1204
893353199944|2199023256858
893353199944|21990232556083
893353199944|28587302322698
893353199944|32985348834955
893353199944|37383395344878
755914246473|1204
755914246473|21990232556083
755914246473|24189255811914
755914246473|28587302322698
755914246473|32985348834955
755914246473|37383395344878
343597386058|1130
343597386058|1204
343597386058|24189255811914
343597386058|28587302322698
1099511630155|1130
1099511630155|1204
1099511630155|21990232556083
1099511630155|24189255811914
1099511630155|28587302322698
1099511630155|32985348834955
549755816268|1130
549755816268|1204
549755816268|2199023256858
549755816268|28587302322698
549755816268|37383395344878
618475293005|1130
618475293005|1204
618475293005|2199023256858
618475293005|21990232556083
618475293005|32985348834955
618475293005|37383395344878
1168231106894|1130
1168231106894|1204
1168231106894|24189255811914
1168231106894|28587302322698
1168231106894|32985348834955
1168231106894|37383395344878
206158432591|1204
206158432591|2199023256858
206158432591|21990232556083
206158432591|37383395344878
1030792153424|1204
1030792153424|2199023256858
1030792153424|21990232556083
1030792153424|28587302322698
1030792153424|32985348834955
1030792153424|37383395344878
893353199953|2199023256858
893353199953|21990232556083
893353199953|24189255811914
893353199953|32985348834955
893353199953|37383395344878
893353199954|1130
893353199954|1204
893353199954|2199023256858
893353199954|21990232556083
893353199954|28587302322698
893353199954|32985348834955
755914246483|1130
755914246483|1204
755914246483|2199023256858
755914246483|28587302322698
755914246483|32985348834955
755914246483|37383395344878
412316862804|1130
412316862804|1204
412316862804|2199023256858
412316862804|21990232556083
412316862804|28587302322698
412316862804|32985348834955
412316862804|37383395344878
755914246485|1130
755914246485|1204
755914246485|21990232556083
755914246485|24189255811914
755914246485|28587302322698
755914246485|32985348834955
687194769750|1130
687194769750|2199023256858
687194769750|21990232556083
687194769750|28587302322698
687194769750|32985348834955
687194769750|37383395344878
274877909335|1204
274877909335|21990232556083
274877909335|28587302322698
274877909335|32985348834955
274877909336|910
274877909336|1681
274877909336|2199023256031
274877909336|2199023257197
274877909336|4398046512585
274877909336|6597069766793
274877909336|6597069768167
274877909336|10995116278262
274877909336|13194139533966
274877909336|13194139534219
274877909336|15393162789687
274877909336|17592186045364
274877909336|19791209301511
274877909336|26388279067108
274877909336|28587302322210
274877909336|28587302322307
274877909336|28587302322534
274877909336|28587302322767
274877909336|28587302323340
274877909336|28587302323389
274877909336|30786325578070
274877909336|30786325578726
274877909336|32985348833673
274877909336|37383395344525
893353199961|19791209300744
893353199961|1681
893353199961|10995116278104
893353199961|2199023257197
893353199961|15393162790474
893353199961|19791209301538
893353199961|19791209301511
893353199961|37383395344525
893353199961|910
893353199961|26388279067108
893353199961|4398046512585
893353199961|13194139534219
893353199961|10995116278262
893353199961|13194139533545
893353199961|28587302322534
893353199961|13194139533966
893353199961|28587302322767
893353199961|17592186045364
893353199961|2199023256031
893353199961|32985348833673
893353199961|28587302323389
893353199961|28587302322307
893353199961|28587302322210
893353199961|15393162789687
893353199961|17592186045034
893353199961|6597069768167
893353199961|13194139534223
893353199961|30786325578070
893353199961|17592186044881
893353199961|26388279067991
893353199961|2199023255949
893353199961|2199023255989
893353199961|19791209300985
893353199961|30786325578279
893353199961|28587302323340
893353199961|13194139534447
893353199961|6597069766793
893353199961|37383395344590
893353199961|26388279066773
893353199961|21990232556858
893353199961|881
893353199961|30786325578726
893353199961|15393162788957
893353199961|17592186045334
893353199961|37383395345044
893353199961|32985348833353
893353199961|37383395345225
893353199961|30786325578859
687194769754|910
687194769754|2199023256031
687194769754|2199023257197
687194769754|6597069766793
687194769754|10995116278262
687194769754|13194139533966
687194769754|13194139534219
687194769754|15393162789687
687194769754|17592186045364
687194769754|26388279067108
687194769754|28587302322767
687194769754|28587302323340
687194769754|28587302323389
687194769754|30786325578070
687194769754|30786325578726
687194769754|32985348833673
687194769754|37383395344525
687194769755|1681
687194769755|2199023256031
687194769755|2199023257197
687194769755|4398046512585
687194769755|6597069768167
687194769755|13194139534219
687194769755|15393162789687
687194769755|19791209301511
687194769755|26388279067108
687194769755|28587302322767
687194769755|28587302323340
687194769755|30786325578070
687194769755|30786325578726
687194769755|37383395344525
962072676700|910
962072676700|1681
962072676700|2199023256031
962072676700|2199023257197
962072676700|4398046512585
962072676700|6597069766793
962072676700|6597069768167
962072676700|10995116278262
962072676700|13194139534219
962072676700|15393162789687
962072676700|17592186045364
962072676700|19791209301511
962072676700|26388279067108
962072676700|28587302322210
962072676700|28587302322307
962072676700|28587302322534
962072676700|28587302322767
962072676700|28587302323340
962072676700|28587302323389
962072676700|30786325578070
962072676700|32985348833673
1099511630173|910
1099511630173|2199023256031
1099511630173|4398046512585
1099511630173|6597069766793
1099511630173|6597069768167
1099511630173|10995116278262
1099511630173|13194139534219
1099511630173|17592186045364
1099511630173|26388279067108
1099511630173|28587302322210
1099511630173|28587302322307
1099511630173|28587302322767
1099511630173|28587302323340
1099511630173|28587302323389
1099511630173|30786325578070
1099511630173|37383395344525
618475293022|910
618475293022|1681
618475293022|2199023256031
618475293022|2199023257197
618475293022|4398046512585
618475293022|6597069768167
618475293022|10995116278262
618475293022|13194139533966
618475293022|13194139534219
618475293022|15393162789687
618475293022|17592186045364
618475293022|19791209301511
618475293022|26388279067108
618475293022|28587302322307
618475293022|28587302323340
618475293022|28587302323389
618475293022|30786325578070
618475293022|30786325578726
618475293022|32985348833673
962072676703|910
962072676703|1681
962072676703|2199023256031
962072676703|2199023257197
962072676703|4398046512585
962072676703|6597069766793
962072676703|6597069768167
962072676703|10995116278262
962072676703|13194139533966
962072676703|15393162789687
962072676703|17592186045364
962072676703|26388279067108
962072676703|28587302322307
962072676703|28587302322534
962072676703|28587302323340
962072676703|28587302323389
962072676703|30786325578726
962072676703|37383395344525
755914246496|910
755914246496|1681
755914246496|2199023256031
755914246496|2199023257197
755914246496|6597069766793
755914246496|6597069768167
755914246496|10995116278262
755914246496|13194139533966
